Name,Type,One Liner,Industry,Website,Description,Business Model,Mega-trend,Driver,Value Chain Position,Stack Position,Theme,Focus Area,Opportunity Space- OLD,Tagged Opp Space?,Opp Space (V1),Final Opp Space,Founded,Employees,Country,City,Location,Funded,Funding Stage,Latest Funding Date,Latest Funding (USD),Total Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Owner,Checked,Inc. Radar,Hero,BHG Partnered,OLD - Focus Areas,OLD - Opp Space,Input,RM Relationship,Comments,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Result,0.3,0.5,0.2,Text to no.conversion,Rnd,Contact - Email,Contact - LinkedIn
Quadrise Fuels,,,Energy,https://www.quadrisefuels.com/,"Quadrise has developed a disruptive residual oil technology which produces a synthetic, enhanced heavy fuel oil (HFO) called as Multiphase Superfine Atomised Residue(MSAR) for marine bunkers, power and industrial applications. The technology system mixes heavy residual oils with chemicals and water which results in emulsion containg 30% water and 1% chemicals and has low viscosity in room temperature & claims to reduce heating costs for storing, transportation, and processing.",,,,,,Decarbonisation,New Fuels,,,Supply new fuels,Physical Supply of New Fuels,2005,11-50,United Kingdom,,Europe,Yes,Public,,,,Mature,,,,,TRUE,FALSE,FALSE,,,New,,,1,0.66,1,0.83,Mature,,,,,11563,,
Good Luck Tiger,,Online marketplace for freight transportation,Maritime,https://www.haoyunhu56.com/,"Good Luck Tiger provides an online platform to connect commodity shippers and carriers.  Customers can create a request on the platform, app or through an account manager. After the request is created, carriers can share quotes within 10 minutes on the platform and customers can track the transport. Additional features include order settlement and invoice management among others. As of Aug 2017, it claims to have completed 100000 orders and has more than 20000 clients. It received 7M dollars in Series A funding  in Aug 2017.",,,,,,Digital Trading,Online Marketplace,Inquiry / quote management,,Inquiry Management,Intelligent Pricing,2016,11-50,China,Shanghai,Global,Yes,Series A,,,"7,000,000",Emerging,,,Miles,Yes,TRUE,,FALSE,Business Model Innovation,Freight Orchestration,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,36837,,
Tradesparq,,,Shipping,http://www.tradesparq.com,Tradesparq is a trade networking platform helping global B2B buyers find and verify foreign suppliers.,,,,,,Digital Trading,Intelligent Sourcing,,,,,2010,1-10,China,,Global,Yes,Seed,,,"500,000",Emerging,,,,,TRUE,FALSE,FALSE,,,New,,,1,0,1,0.5,Emerging,,,,,29267,,
Quotiss,,,Shipping,https://quotiss.com/,Quotiss is a sales automation software for freight forwarders,,,,,,New Customer Services,Customer Lifecycle Management,,,Deprioritised,Deprioritised,2016,1-10,Poland,,Europe,Yes,Seed,,,"173,518",Nascent,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,6004,,
ION Engineering,Startup,Developer of CO2 capture technologies,Chemicals,https://ioncleanenergy.com/,"Ion Engineering is a developer of CO2 capture technologies. Its technologies offered to capture CO2 are ION Advanced Liquid Absorption System (ALAS), ION Modular Adaptive Packing (MAP), and ION Multi-Liquid-Analyzer (MLA). It offers CO2 capture solutions for both small and large scale industries.",,,,,,Decarbonisation,CO2 Tracking & Advisory,Carbon capture technologies,,Emissions Tracking,Analyse Emissions Data,2008,11-50,USA,Boulder,Global,Yes,Seed,,,"52,100",Emerging,,,Hazel,Yes,TRUE,,FALSE,"Carbon CS, offsetting & trading",Carbon Capture & Storage,Old,,,1,0,1,0.5,Emerging,,,,,45698,,
TRXX Network,Startup,Blockchain and IoT supply chain visibility platform,Maritime,https://trxx.network,"TRXX Network is a blockchain and IoT supply chain visibility platform. It includes integrated IoT hardware that tracks cargo parameters during transit such as temperature and humidity, multi-platform devices, smart contracts and user authentication during handovers.","SCM Software > Visibility & Compliance > Supply Chain Visibility > Track & Trace
 Logistics Tech > Freight > Software Solutions > Fleet Management > Tracking > Cargo",,,,,Digital Trading,Intelligent Sourcing,,,Cargo Tracking,Cargo Tracking,2017,1-10,Singapore,,Global,No,Unfunded,,,,Nascent,,,Miles,,TRUE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,Decarb,,0.5,0,1,0.35,Nascent,,,,,19698,alex@trxx.network,https://linkedin.com/in/alexanderdanilov
O4S,Startup,SaaS-based supply chain visibility solution,Adjacent,https://o4s.io,"O4S is a SaaS-based supply chain visibility solution. The end-to-end solution assigns a unique identification to each product in order to provide real-time track & trace capabilities and inventory tracking capabilities. Also offers a consumer-facing mobile application (Android), which enables consumers to scan products to verify its authenticity. Clients include ITC, Honeywell, PepsiCo, and Wingreens Farms.","SCM Software > Visibility & Compliance > Supply Chain Visibility > Track & Trace
 Logistics Tech > Freight > Software Solutions > Fleet Management > Tracking > Cargo",,,,,Digital Trading,Intelligent Sourcing,,,supply chain optimisation,Deprioritised,2016,11-50,India,,Global,Yes,Seed,,,"3,500,000",Nascent,,3,Miles,,TRUE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,Decarb,downstream supply chain tracking,0.5,0,1,0.35,Nascent,,,,,6456,"shreyans@original4sure.com
 shreyans@o4s.io
 divayk@gmail.com
 divay@original4sure.com
 divay@o4s.io","http://linkedin.com/in/shreyanssipani
 https://linkedin.com/in/divayk"
Tramés,Startup,Provider of full-suite of supply chain visibility solution,Maritime,https://trames.sg,"Trames is a provider of full-suite of supply chain visibility solution. It enables businesses to track bookings, cargo movements, real-time shipping, etc. The company also enables businesses to track the performance of all the sectors based on analytics.","SCM Software > Visibility & Compliance > Supply Chain Visibility > Track & Trace
 Logistics Tech > Freight > Software Solutions > Fleet Management > Tracking > Cargo",,,,,Data Utilisation,Market Intelligence,Supply chain visibility,,Trade Analytics,Global Trade Analytics,2019,11-50,Singapore,,Global,Yes,Seed,,,"744,779",Nascent,,,Miles,Yes,TRUE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,Decarb,,0.5,0,1,0.35,Nascent,,,,,2561,kevin@freshturf.io,"http://linkedin.com/in/kevinlimft
 http://linkedin.com/in/toby-koh-4a03b41"
GOTRIX,Startup,Provider of maritime software systems,Maritime,https://gotrix.io,Gotrix is a provider of maritime software systems. It provides a collaboration tool to monitor onboard equipments for ship managers and crew members. It provides alternate systems when cargo equipment fails and digitalizes the organization.,Maritime Tech > Shipping and Port Management > Shipping Management > Maintenance > Crew Collaboration,,,,,New Customer Services,Vessel Services,On-board equipment management,,Remote Inspection,Deprioritised,2018,1-10,Singapore,,Global,Yes,Undisclosed,,,,Nascent,,2,Miles,Yes,TRUE,,FALSE,"Infrastructure, Vessel & Asset efficiency",Equipment Management,Old,Decarb,crew & equipment mgmt ,0.5,0,1,0.35,Nascent,,,,,36414,dilonggoh@gotrix.io,"http://linkedin.com/in/hongtingwong
 https://linkedin.com/in/dilong"
Vir2sense,Startup,Manufactures sensors for emission monitoring for automobile industry,,https://vir2sense.com,"Vir2sense, a spin-off company from ETH Zurich, manufactures sensors for emission monitoring for automobile industry. It provides engine combustion & emission models and virtual sensors for various industrial applications including marine/power generation & automobile applications. It develops virtual test-beds, for engine and after treatment control algorithm testing. Additionally, it provides combustion and emission models for cycle calculations, & continuous emissions monitoring system (CEMS) dubbed physically-assisted virtual sensor (PVS) for multiple applications. The products of the company has use cases in multiple applications including engine condition monitoring, fuel quality monitoring, vessel emission reporting, & engine optimization.",,,,,,Decarbonisation,CO2 Tracking & Advisory,Emission monitoring (sensors),,Emissions Tracking,Deprioritised,2016,1-10,Switzerland,Zurich,Europe,Yes,Seed,,,"30,218",Nascent,,,Miles,Yes,TRUE,TRUE,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,Decarb,covered - duplicates,0.5,0,1,0.35,Nascent,,,,,11574,,
Emsys Maritime,Startup,Manufacturer of marine emissions monitoring systems,Maritime,https://emsys-maritime.com,"Emissions monitoring for ships exclusively. Applications include MARPOL Annex VI compliance, Exhaust Gas Cleaning Systems (EGCS) ‘scrubber’ compliance, IMO Tier III NOx compliance (Selective Catalytic Reduction Systems – SCR) , mass emissions measurements including the EU Monitoring, Reporting & Verification (MRV) Regulation , US EPA Air Permit applications for deep-water drilling and measuring Particulate Matter (PM/black smoke).",,,,,,Decarbonisation,CO2 Tracking & Advisory,,,Emissions Tracking,Deprioritised,2016,,United Kingdom,Altrincham,Europe,,,,,,Nascent,,2,Miles,,FALSE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,,cant gauge their track record for clients ,0.5,0.66,0,0.48,Nascent,,,,,31273,,
Exilator,Startup,Marine exhaust system for ships with proprietary filter,Maritime,https://exilator.com,"Exilator provides a marine exhaust system 'Exilator 3-in-1' which contains a Diesel particulate filter, passive NOx removal catalyst, high end low frequency silencer and a 2-layer insulation. It claims to remove 98% of particulate matter in emissions, reduce NOx emissions, reduces noise by 35dB. It won the GST award for technology in 2016.",,,,,,Decarbonisation,New Fuels,,,Retrofit vessels to reduce emissions,Deprioritised,2014,,USA,Westfield,Global,,,,,,Nascent,,2,Miles,,FALSE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,,dont think it works for large vessels,0.5,0.66,0,0.48,Nascent,,,,,15653,,
GadgetCreators,Startup,Blockchain enabled metering solutions provider,Energy,https://www.solarbankers.com,Gadget Creators provide blockchain enabled Energy metering solutions to the consumer. It offers a metering solution by using AI/IoT technology to the consumers. It offers application software to keep track of Energy usage. It provides Energy meter which is in-house manufactured and produced for the consumers.  The consumer needs to connect the smart meter with the main supply. SMS and Email alerts will be sent by the Energy supplier. Payment can be done online through digital payment and also includes prepaid.,,,,,,Decarbonisation,CO2 Tracking & Advisory,Energy metering (energy consumption tracking),,Emissions Tracking,Analyse Emissions Data,2018,1-10,India,Chennai,Global,No,Unfunded,,,,Nascent,,,Hazel,Yes,TRUE,,FALSE,CO2 Transparency,Blockchain For CO2 Provenance,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,36368,,
NaturesCoin,Startup,Cryptocurrency backed by natural assets and sustainable initiatives.,,https://naturescoin.com,"NaturesCoin is a cryptocurrency backed by natural assets and sustainable initiatives. Users can invest in sustainable projects via the platform. Corporates can convert their Corporate Social Responsibility initiatives from an expense into a liquid, using the token.","Blockchain > Environmental Sustainability
 Cryptocurrencies > Tokens > Asset-backed
 Air Pollution Management Tech > Carbon Management > Carbon Offset Trading Platforms > Blockchain Enabled",,,,,Decarbonisation,Emission Trading & Offsetting,,,Emissions trading,Emissions Trading,2017,1-10,Australia,,Global,No,Unfunded,,,,Nascent,,,Miles,,TRUE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,Decarb,,0.5,0,1,0.35,Nascent,,,,,18308,hmacdonald@naturescoin.com,http://linkedin.com/in/hamish-macdonald-178b0027
Greeneum,Startup,Decentralized platform for renewable energy market,Blockchain,https://www.greeneum.net,"Greeneum is a decentralized platform for the renewable energy market. The platform issues smart contracts called GREEN Tokens (ERC20), which act as the medium of exchange and reward for the community of GREEN supporters. Tokens can be used to purchase products from the marketplace; for contributing to sustainable solutions and to purchase Greeneum Carbon Certificates for reducing carbon footprint.",,,,,,Decarbonisation,Emission Trading & Offsetting,Energy platform,,Emissions offsetting,Emissions Offsetting,2016,1-10,Israel,Tel Aviv,Global,No,Unfunded,,,,Nascent,,,Miles,,TRUE,,FALSE,"Carbon CS, offsetting & trading",CO2 Trading/Offsetting/Exchange,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,30987,,
Greywing,Startup,Provider of a predictive reporting tool,Maritime,https://grey-wing.com,"Greywing is a provider of a predictive reporting tool. It aggregates multiple data sources to present only data that is relevant to the voyage, vessel, and routes. Features include routing, interactive reports, and sharability among others.",Maritime Tech > Shipping and Port Management > Shipping Management > Risk Management,,,,,New Customer Services,Vessel Services,Predictive reporting,,Route Optimisation (merged with Vessel Tracking),Bunker Planning,2019,1-10,Singapore,,Global,Yes,Undisclosed,,,,Nascent,,2,Miles,Yes,TRUE,,FALSE,Data & AI,Voyage Optimization and Navigation,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,8670,nick@grey-wing.com,https://linkedin.com/in/nick-j-clarke
Qupital,Startup,,Fintech,https://www.qupital.com/,Online platform for international trade financing,,,,,,New Customer Services,Financial Services,Data driven credit financing,,Intelligent Credit Processes,New Financing Methods,2016,201-500,China,,Global,Yes,Series A,,,"20,000,000",Nascent,,,Vish,Yes,TRUE,FALSE,FALSE,,,New,,,0.5,0.33,1,0.515,Emerging,,,,,41076,,
GRZ Technologies,Startup,Hydrogen storage solution for renewable energy projects,,https://grz-technologies.com,GRZ Technologies has developed a hydrogen storage solution for renewable energy projects. The solution uses the energy produced from solar & wind projects to produce & store hydrogen gas atoms in metallic compounds. The system has a nominal capacity of 1-megawatt-hour and fuel cell of 100-kilowatt. Can supply power during peak demand conditions. Also provides portable hydrogen compressors and analysis system for laboratory applications.,,,,,,Decarbonisation,New Fuels,Hydrogen storage,,Supply new fuels,Physical Supply of New Fuels,2017,1-10,Switzerland,Sion,Europe,Yes,Seed,,,"312,600",Nascent,,,Miles,Yes,TRUE,,FALSE,Fuel & Fuel Efficiency,New Fuel Types,Old,General Scouting,way too early,0.5,0,1,0.35,Nascent,,,,,41658,,"http://linkedin.com/in/phil-giudice-180285
 http://linkedin.com/in/david-bradwell-5691b84
 http://linkedin.com/in/donald-sadoway-50a0444a"
H2 Energy Now,Startup,Hydrogen generation using radio waves,Renewables,https://h2energynow.com/,H2 Energy Now is developing the world's most efficient and cost-effective hydrogen energy storage system. This will lower the cost of hydrogen production,,,,,,Decarbonisation,New Fuels,Hydrogen storage,,Supply new fuels,Physical Supply of New Fuels,2010,1-10,Israel,Beersheba,Global,Yes,Seed,,,"100,000",Emerging,,,Hazel,Yes,TRUE,,FALSE,Fuel & Efficiency,New Fuel Types,Old,General Scouting,,1,0,1,0.5,Emerging,,,,,32018,,
Qwyk,Startup,,adjacent,https://www.qwyk.io/,Qwyk provides an inclusive and integrated solution to freight companies who want to bring their business online.,,,,,,New Customer Services,Customer Lifecycle Management,,,Deprioritised,Deprioritised,2017,1-10,Netherlands,,Europe,No,Unfunded,,,,Nascent,,,Miles,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,39260,,
EMSOL,Startup,Platform for monitoring air and noise pollutions,Air Quality,https://emsol.io,EMSOL delivers technology solutions which empower our customers to take continuous action on sustainable urban growth.,,,,,,Decarbonisation,CO2 Tracking & Advisory,Air quality,,Emissions Tracking,Deprioritised,2017,11-50,United Kingdom,London,Europe,Yes,Seed,,,,Nascent,,,,,TRUE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,Decarb,cities,0.5,0,1,0.35,Nascent,,,,,27037,freddie@emsol.io,https://linkedin.com/in/freddietalberg
Simarine,Startup,Battery monitoring system for marine,Smart Battery,https://simarine.net,Smart battery monitoring for yachts,,,,,,Decarbonisation,CO2 Tracking & Advisory,Smart battery monitoring,,Deliver new fuels,Physical Supply of New Fuels,2014,1-10,Slovenia,Maribor,Europe,No,Unfunded,,,,Nascent,,,,,TRUE,,FALSE,CCS and CO2 Reporting,Carbon Footprint Tracking,Old,Decarb,yacht,0.5,0,1,0.35,Nascent,,,,,8677,igor@simarine.net,http://linkedin.com/in/igorkocman
